seed,core,preference,cards,phase,total,max_drawdown,satellites,policies,contributions,goal
13,allWorld,高配当株優先,true,clear,4864572,-0.03607229706256996,dividend,contributions+emergencyFund+reinvestment,320000,true
14,allWorld,高配当株優先,true,clear,1856078,-0.306998080620661,dividend,reinvestment+contributions+emergencyFund,160000,false
15,allWorld,高配当株優先,true,clear,3217041,-0.3091550205263364,dividend,cashManagement+contributions+emergencyFund,360000,true
16,allWorld,高配当株優先,true,clear,3149745,-0.15661767019476763,dividend,contributions+emergencyFund+cashManagement,340000,true
17,allWorld,高配当株優先,true,clear,5081292,-0.15040953601520618,,contributions+emergencyFund+reinvestment+cashManagement,340000,true
18,allWorld,高配当株優先,true,clear,3741703,-0.4590797959663984,dividend,contributions+emergencyFund+reinvestment,240000,true
19,allWorld,高配当株優先,true,clear,5253016,-0.23002468642532,dividend,contributions+reinvestment+emergencyFund,240000,true
20,allWorld,高配当株優先,true,clear,1385848,-0.33772408633267115,dividend,reinvestment+contributions+emergencyFund,160000,false
21,allWorld,高配当株優先,true,clear,4034954,-0.2897788393743615,dividend,contributions+emergencyFund+cashManagement,360000,true
22,allWorld,高配当株優先,true,clear,1801306,-0.27477411236177046,dividend,emergencyFund+reinvestment+contributions,80000,false
23,allWorld,高配当株優先,true,clear,3131494,-0.20430117181537497,,contributions+emergencyFund+reinvestment+cashManagement,360000,true
24,allWorld,高配当株優先,true,clear,4095981,-0.0847566196243584,dividend,contributions+emergencyFund+reinvestment,240000,true
25,allWorld,高配当株優先,true,clear,2907024,-0.3573815508960066,dividend,contributions+emergencyFund+reinvestment,320000,false
26,allWorld,高配当株優先,true,clear,2660422,-0.21332299613211628,dividend,contributions+reinvestment+emergencyFund,240000,false
27,allWorld,高配当株優先,true,clear,2031231,-0.41364886190571354,dividend,emergencyFund+contributions+reinvestment,160000,false
28,allWorld,高配当株優先,true,clear,2002590,-0.271525,dividend,emergencyFund+contributions+reinvestment,160000,false
29,allWorld,高配当株優先,true,clear,3036139,-0.1881221075084881,dividend,contributions+emergencyFund+reinvestment,320000,true
30,allWorld,高配当株優先,true,clear,3237136,-0.3707822876310217,dividend,reinvestment+contributions+cashManagement,270000,true
31,allWorld,高配当株優先,true,clear,3402311,-0.184711,dividend,contributions+reinvestment+emergencyFund,240000,true
32,allWorld,高配当株優先,true,clear,1187144,-0.5189049210206561,dividend,contributions+emergencyFund+reinvestment,240000,false
33,allWorld,高配当株優先,true,clear,2375343,-0.18674702006930957,dividend,contributions+reinvestment+emergencyFund,240000,false
34,allWorld,高配当株優先,true,clear,3481411,-0.1721064638314718,dividend,reinvestment+contributions+emergencyFund,160000,true
35,allWorld,高配当株優先,true,clear,3116864,-0.18839271930769924,dividend,contributions+reinvestment+emergencyFund,320000,true
36,allWorld,高配当株優先,true,clear,3448186,-0.1733337643390665,dividend,contributions+emergencyFund+cashManagement,320000,true
37,allWorld,高配当株優先,true,clear,1659292,-0.28105654147750725,dividend,emergencyFund+contributions+reinvestment,160000,false
38,allWorld,高配当株優先,true,clear,2497284,-0.5216499218063955,dividend,reinvestment+cashManagement+contributions,140000,false
39,allWorld,高配当株優先,true,clear,1378851,-0.478088,dividend,emergencyFund+reinvestment+contributions,80000,false
40,allWorld,高配当株優先,true,clear,4768288,-0.16243119883394427,dividend,reinvestment+emergencyFund+contributions,80000,true
41,allWorld,高配当株優先,true,clear,3059601,-0.13278873387985413,dividend,emergencyFund+cashManagement+contributions,220000,true
42,allWorld,高配当株優先,true,clear,1861813,-0.541998909593577,dividend,emergencyFund+reinvestment+cashManagement,10000,false
43,allWorld,高配当株優先,true,clear,3639291,-0.3074696861626248,dividend,contributions+emergencyFund+reinvestment,240000,true
44,allWorld,高配当株優先,true,clear,4730559,-0.37129055570941133,dividend,contributions+reinvestment+cashManagement,370000,true
45,allWorld,高配当株優先,true,clear,907102,-0.49351119303436736,,emergencyFund+reinvestment+contributions+cashManagement,180000,false
46,allWorld,高配当株優先,true,clear,574589,-0.6185070766101056,dividend,contributions+reinvestment+emergencyFund,240000,false
47,allWorld,高配当株優先,true,clear,2126421,-0.15033280147492947,dividend,contributions+reinvestment+emergencyFund,320000,false
48,allWorld,高配当株優先,true,clear,2086063,-0.1816,dividend,emergencyFund+contributions+reinvestment,240000,false
49,allWorld,高配当株優先,true,clear,1134654,-0.41341160743519145,dividend,contributions+emergencyFund+reinvestment,320000,false
50,allWorld,高配当株優先,true,clear,4615756,-0.10261895501102035,dividend,reinvestment+emergencyFund+contributions,80000,true
51,allWorld,高配当株優先,true,clear,3822179,-0.21368202441491554,dividend,emergencyFund+reinvestment+contributions,80000,true
52,allWorld,高配当株優先,true,clear,2183436,-0.15348893492701682,dividend,emergencyFund+contributions+reinvestment,160000,false
53,allWorld,高配当株優先,true,clear,2527140,-0.3255643048185868,dividend,contributions+reinvestment+emergencyFund,320000,false
54,allWorld,高配当株優先,true,clear,6628030,-0.21937718038080592,dividend,reinvestment+contributions+emergencyFund,160000,true
55,allWorld,高配当株優先,true,clear,1103585,-0.443591,dividend,emergencyFund+contributions+reinvestment,160000,false
56,allWorld,高配当株優先,true,clear,3612050,-0.1809846867570549,dividend,contributions+emergencyFund+reinvestment,240000,true
57,allWorld,高配当株優先,true,clear,2191343,-0.2793684370668216,dividend,cashManagement+emergencyFund+contributions,190000,false
58,allWorld,高配当株優先,true,clear,1159706,-0.6548079893218768,dividend,contributions+emergencyFund+reinvestment,240000,false
59,allWorld,高配当株優先,true,clear,5308345,-0.284189720593588,dividend,contributions+emergencyFund+reinvestment,320000,true
60,allWorld,高配当株優先,true,clear,4744463,-0.17278241270178663,dividend,contributions+emergencyFund+reinvestment,320000,true
61,allWorld,高配当株優先,true,clear,5090961,-0.2203185829323352,dividend,contributions+cashManagement+emergencyFund,400000,true
62,allWorld,高配当株優先,true,clear,3122286,-0.1707048386056033,dividend,contributions+reinvestment+emergencyFund,240000,true
63,allWorld,高配当株優先,true,clear,4026553,-0.32225603806127995,dividend,emergencyFund+reinvestment+contributions,80000,true
64,allWorld,高配当株優先,true,clear,9037084,-0.16714185269445558,dividend,emergencyFund+contributions+reinvestment,240000,true
65,allWorld,高配当株優先,true,clear,4328286,-0.21183483759858873,dividend,reinvestment+contributions+emergencyFund,160000,true
66,allWorld,高配当株優先,true,clear,2143323,-0.198456,dividend,contributions+reinvestment+emergencyFund,320000,false
67,allWorld,高配当株優先,true,clear,799993,-0.364068,dividend,cashManagement+contributions+emergencyFund,250000,false
68,allWorld,高配当株優先,true,clear,6558391,-0.2165513026607012,dividend,contributions+cashManagement+emergencyFund,370000,true
69,allWorld,高配当株優先,true,clear,3064221,-0.16764385562298448,dividend,emergencyFund+cashManagement+contributions,160000,true
70,allWorld,高配当株優先,true,clear,2421285,-0.4465130482934864,dividend,contributions+reinvestment+emergencyFund,320000,false
71,allWorld,高配当株優先,true,clear,1943777,-0.39777603614402285,dividend,reinvestment+cashManagement+emergencyFund,70000,false
72,allWorld,高配当株優先,true,clear,5543387,-0.1646421270157748,dividend,contributions+emergencyFund+reinvestment,320000,true
73,allWorld,高配当株優先,true,clear,1738305,-0.42971127851908353,dividend,contributions+reinvestment+emergencyFund,320000,false
74,allWorld,高配当株優先,true,clear,1278272,-0.4312114554073077,dividend,contributions+reinvestment+emergencyFund,240000,false
75,allWorld,高配当株優先,true,clear,2889376,-0.190634,dividend,contributions+reinvestment+emergencyFund,320000,false
76,allWorld,高配当株優先,true,clear,3301128,-0.21811243970125346,dividend,contributions+emergencyFund+reinvestment,240000,true
77,allWorld,高配当株優先,true,clear,2581467,-0.3239496696699948,dividend,cashManagement+contributions+emergencyFund,310000,false
78,allWorld,高配当株優先,true,clear,5732459,-0.33633765828045137,dividend,contributions+emergencyFund+reinvestment,320000,true
79,allWorld,高配当株優先,true,clear,976893,-0.5233894314277995,dividend,emergencyFund+contributions+cashManagement,250000,false
80,allWorld,高配当株優先,true,clear,2893696,-0.2808509724931908,dividend,reinvestment+contributions+cashManagement,200000,false
81,allWorld,高配当株優先,true,clear,5686592,-0.09575226244343892,dividend,contributions+emergencyFund+reinvestment,240000,true
82,allWorld,高配当株優先,true,clear,3562673,-0.236945,dividend,emergencyFund+reinvestment+contributions,80000,true
83,allWorld,高配当株優先,true,clear,3602247,-0.3392977168949772,dividend,reinvestment+emergencyFund+contributions,160000,true
84,allWorld,高配当株優先,true,clear,9158981,-0.2022401798838614,dividend,contributions+emergencyFund+cashManagement,280000,true
85,allWorld,高配当株優先,true,clear,1981095,-0.23192,dividend,reinvestment+contributions+emergencyFund,160000,false
86,allWorld,高配当株優先,true,clear,3959269,-0.26031654724473213,dividend,contributions+emergencyFund+reinvestment,240000,true
87,allWorld,高配当株優先,true,clear,2479840,-0.30871605141032155,dividend,contributions+emergencyFund+reinvestment,320000,false
88,allWorld,高配当株優先,true,clear,7759409,-0.19414004670615526,dividend,contributions+emergencyFund+reinvestment,320000,true
89,allWorld,高配当株優先,true,clear,2361442,-0.23872269953201325,dividend,contributions+emergencyFund+reinvestment,320000,false
90,allWorld,高配当株優先,true,clear,3018738,-0.15022982208581692,dividend,reinvestment+contributions+cashManagement,260000,true
91,allWorld,高配当株優先,true,clear,1685185,-0.5204775754495726,dividend,cashManagement+reinvestment+contributions,180000,false
92,allWorld,高配当株優先,true,clear,1264595,-0.266648,dividend,contributions+emergencyFund+reinvestment,240000,false
93,allWorld,高配当株優先,true,clear,1368095,-0.4174258425348668,dividend,contributions+emergencyFund+reinvestment,240000,false
94,allWorld,高配当株優先,true,clear,3156860,-0.249772,dividend,contributions+emergencyFund+reinvestment,320000,true
95,allWorld,高配当株優先,true,clear,6957851,-0.17056694589247978,,reinvestment+emergencyFund+contributions+cashManagement,180000,true
96,allWorld,高配当株優先,true,clear,2570407,-0.38238222458976445,dividend,emergencyFund+contributions+reinvestment,160000,false
97,allWorld,高配当株優先,true,clear,6269155,-0.1978394720348044,dividend,contributions+reinvestment+emergencyFund,240000,true
98,allWorld,高配当株優先,true,clear,2827777,-0.37815953403602803,,reinvestment+contributions+emergencyFund+cashManagement,280000,false
99,allWorld,高配当株優先,true,clear,1460703,-0.2715430535996869,dividend,reinvestment+contributions+emergencyFund,160000,false
100,allWorld,高配当株優先,true,clear,5060817,-0.19524121329833732,dividend,contributions+emergencyFund+reinvestment,240000,true
101,allWorld,高配当株優先,true,clear,3782654,-0.23366610341847094,dividend,contributions+reinvestment+emergencyFund,320000,true
102,allWorld,高配当株優先,true,clear,2830708,-0.46052603423680455,dividend,contributions+emergencyFund+reinvestment,240000,false
103,allWorld,高配当株優先,true,clear,1072335,-0.404202554314293,dividend,reinvestment+emergencyFund+contributions,80000,false
104,allWorld,高配当株優先,true,clear,3398627,-0.17498042502699104,dividend,contributions+emergencyFund+reinvestment,320000,true
105,allWorld,高配当株優先,true,clear,3251252,-0.17194011888268523,dividend,emergencyFund+contributions+reinvestment,160000,true
106,allWorld,高配当株優先,true,clear,2062919,-0.23864444841694613,dividend,emergencyFund+contributions+cashManagement,180000,false
107,allWorld,高配当株優先,true,clear,2074634,-0.40862727718943886,dividend,emergencyFund+contributions+reinvestment,240000,false
108,allWorld,高配当株優先,true,clear,4873008,-0.15235075340364992,dividend,contributions+reinvestment+emergencyFund,320000,true
109,allWorld,高配当株優先,true,clear,3661200,-0.12759692834737102,dividend,contributions+emergencyFund+reinvestment,240000,true
110,allWorld,高配当株優先,true,clear,4312327,-0.21365866245095735,dividend,reinvestment+contributions+emergencyFund,160000,true
